,label,yes_vote,no_vote,argouml,apache-jmeter-2.10,jfreechart-1.0.19,sql12,jruby-1.4.0,hibernate-distribution-3.3.2.GA,columba-1.4-src,code_ensemble
3135,no,0,7,no,no,no,no,no,no,no,no
3136,no,0,7,no,no,no,no,no,no,no,no
3137,no,0,7,no,no,no,no,no,no,no,no
3138,no,0,7,no,no,no,no,no,no,no,no
3139,no,0,7,no,no,no,no,no,no,no,no
3140,no,0,7,no,no,no,no,no,no,no,no
3141,no,0,7,no,no,no,no,no,no,no,no
3142,no,0,7,no,no,no,no,no,no,no,no
3143,no,0,7,no,no,no,no,no,no,no,no
3144,no,0,7,no,no,no,no,no,no,no,no
3145,no,0,7,no,no,no,no,no,no,no,no
3146,no,0,7,no,no,no,no,no,no,no,no
3147,no,0,7,no,no,no,no,no,no,no,no
3148,no,0,7,no,no,no,no,no,no,no,no
3149,no,0,7,no,no,no,no,no,no,no,no
3150,no,0,7,no,no,no,no,no,no,no,no
3151,no,0,7,no,no,no,no,no,no,no,no
3152,no,0,7,no,no,no,no,no,no,no,no
3153,no,0,7,no,no,no,no,no,no,no,no
3154,no,0,7,no,no,no,no,no,no,no,no
3155,no,0,7,no,no,no,no,no,no,no,no
3156,no,0,7,no,no,no,no,no,no,no,no
3157,no,0,7,no,no,no,no,no,no,no,no
3158,no,0,7,no,no,no,no,no,no,no,no
3159,no,0,7,no,no,no,no,no,no,no,no
3160,no,0,7,no,no,no,no,no,no,no,no
3161,no,0,7,no,no,no,no,no,no,no,no
3162,no,0,7,no,no,no,no,no,no,no,no
3163,no,0,7,no,no,no,no,no,no,no,no
3164,no,0,7,no,no,no,no,no,no,no,no
3165,no,0,7,no,no,no,no,no,no,no,no
3166,no,2,5,yes,no,no,no,no,no,yes,no
3167,no,0,7,no,no,no,no,no,no,no,no
3168,no,0,7,no,no,no,no,no,no,no,no
3169,no,0,7,no,no,no,no,no,no,no,no
3170,no,0,7,no,no,no,no,no,no,no,no
3171,no,0,7,no,no,no,no,no,no,no,no
3172,no,0,7,no,no,no,no,no,no,no,no
3173,yes,1,6,no,yes,no,no,no,no,no,no
3174,no,0,7,no,no,no,no,no,no,no,no
3175,no,0,7,no,no,no,no,no,no,no,no
3176,no,0,7,no,no,no,no,no,no,no,no
3177,no,0,7,no,no,no,no,no,no,no,no
3178,no,0,7,no,no,no,no,no,no,no,no
3179,no,0,7,no,no,no,no,no,no,no,no
3180,no,1,6,yes,no,no,no,no,no,no,no
3181,no,0,7,no,no,no,no,no,no,no,no
3182,no,0,7,no,no,no,no,no,no,no,no
3183,no,0,7,no,no,no,no,no,no,no,no
3184,no,0,7,no,no,no,no,no,no,no,no
3185,no,0,7,no,no,no,no,no,no,no,no
3186,no,0,7,no,no,no,no,no,no,no,no
3187,no,0,7,no,no,no,no,no,no,no,no
3188,no,0,7,no,no,no,no,no,no,no,no
3189,yes,0,7,no,no,no,no,no,no,no,no
3190,no,0,7,no,no,no,no,no,no,no,no
3191,no,0,7,no,no,no,no,no,no,no,no
3192,no,0,7,no,no,no,no,no,no,no,no
3193,no,0,7,no,no,no,no,no,no,no,no
3194,no,0,7,no,no,no,no,no,no,no,no
3195,no,0,7,no,no,no,no,no,no,no,no
3196,no,0,7,no,no,no,no,no,no,no,no
3197,no,0,7,no,no,no,no,no,no,no,no
3198,no,0,7,no,no,no,no,no,no,no,no
3199,no,1,6,yes,no,no,no,no,no,no,no
3200,no,0,7,no,no,no,no,no,no,no,no
3201,no,0,7,no,no,no,no,no,no,no,no
3202,no,0,7,no,no,no,no,no,no,no,no
3203,no,0,7,no,no,no,no,no,no,no,no
3204,no,0,7,no,no,no,no,no,no,no,no
3205,no,0,7,no,no,no,no,no,no,no,no
3206,no,0,7,no,no,no,no,no,no,no,no
3207,no,0,7,no,no,no,no,no,no,no,no
3208,no,0,7,no,no,no,no,no,no,no,no
3209,no,0,7,no,no,no,no,no,no,no,no
3210,no,0,7,no,no,no,no,no,no,no,no
3211,no,0,7,no,no,no,no,no,no,no,no
3212,no,0,7,no,no,no,no,no,no,no,no
3213,no,0,7,no,no,no,no,no,no,no,no
3214,no,0,7,no,no,no,no,no,no,no,no
3215,no,0,7,no,no,no,no,no,no,no,no
3216,no,0,7,no,no,no,no,no,no,no,no
3217,no,0,7,no,no,no,no,no,no,no,no
3218,no,0,7,no,no,no,no,no,no,no,no
3219,no,0,7,no,no,no,no,no,no,no,no
3220,no,0,7,no,no,no,no,no,no,no,no
3221,no,0,7,no,no,no,no,no,no,no,no
3222,no,0,7,no,no,no,no,no,no,no,no
3223,no,0,7,no,no,no,no,no,no,no,no
3224,no,0,7,no,no,no,no,no,no,no,no
3225,no,0,7,no,no,no,no,no,no,no,no
3226,no,0,7,no,no,no,no,no,no,no,no
3227,no,0,7,no,no,no,no,no,no,no,no
3228,no,0,7,no,no,no,no,no,no,no,no
3229,no,0,7,no,no,no,no,no,no,no,no
3230,no,0,7,no,no,no,no,no,no,no,no
3231,no,0,7,no,no,no,no,no,no,no,no
3232,no,0,7,no,no,no,no,no,no,no,no
3233,no,0,7,no,no,no,no,no,no,no,no
3234,no,0,7,no,no,no,no,no,no,no,no
3235,no,0,7,no,no,no,no,no,no,no,no
3236,no,0,7,no,no,no,no,no,no,no,no
3237,no,0,7,no,no,no,no,no,no,no,no
3238,no,0,7,no,no,no,no,no,no,no,no
3239,no,0,7,no,no,no,no,no,no,no,no
3240,no,0,7,no,no,no,no,no,no,no,no
3241,no,0,7,no,no,no,no,no,no,no,no
3242,no,0,7,no,no,no,no,no,no,no,no
3243,no,0,7,no,no,no,no,no,no,no,no
3244,no,0,7,no,no,no,no,no,no,no,no
3245,no,0,7,no,no,no,no,no,no,no,no
3246,no,0,7,no,no,no,no,no,no,no,no
3247,no,0,7,no,no,no,no,no,no,no,no
3248,no,0,7,no,no,no,no,no,no,no,no
3249,no,0,7,no,no,no,no,no,no,no,no
3250,no,0,7,no,no,no,no,no,no,no,no
3251,no,0,7,no,no,no,no,no,no,no,no
3252,no,0,7,no,no,no,no,no,no,no,no
3253,no,0,7,no,no,no,no,no,no,no,no
3254,no,0,7,no,no,no,no,no,no,no,no
3255,no,0,7,no,no,no,no,no,no,no,no
3256,no,0,7,no,no,no,no,no,no,no,no
3257,no,0,7,no,no,no,no,no,no,no,no
3258,no,0,7,no,no,no,no,no,no,no,no
3259,no,0,7,no,no,no,no,no,no,no,no
3260,no,0,7,no,no,no,no,no,no,no,no
3261,no,0,7,no,no,no,no,no,no,no,no
3262,no,0,7,no,no,no,no,no,no,no,no
3263,no,0,7,no,no,no,no,no,no,no,no
3264,no,0,7,no,no,no,no,no,no,no,no
3265,no,0,7,no,no,no,no,no,no,no,no
3266,no,0,7,no,no,no,no,no,no,no,no
3267,no,0,7,no,no,no,no,no,no,no,no
3268,no,0,7,no,no,no,no,no,no,no,no
3269,no,0,7,no,no,no,no,no,no,no,no
3270,no,0,7,no,no,no,no,no,no,no,no
3271,no,0,7,no,no,no,no,no,no,no,no
3272,no,0,7,no,no,no,no,no,no,no,no
3273,no,0,7,no,no,no,no,no,no,no,no
3274,no,0,7,no,no,no,no,no,no,no,no
3275,no,0,7,no,no,no,no,no,no,no,no
3276,no,0,7,no,no,no,no,no,no,no,no
3277,no,0,7,no,no,no,no,no,no,no,no
3278,no,0,7,no,no,no,no,no,no,no,no
3279,no,0,7,no,no,no,no,no,no,no,no
3280,no,0,7,no,no,no,no,no,no,no,no
3281,no,0,7,no,no,no,no,no,no,no,no
3282,no,0,7,no,no,no,no,no,no,no,no
3283,no,0,7,no,no,no,no,no,no,no,no
3284,no,0,7,no,no,no,no,no,no,no,no
3285,no,0,7,no,no,no,no,no,no,no,no
3286,no,0,7,no,no,no,no,no,no,no,no
3287,no,0,7,no,no,no,no,no,no,no,no
3288,no,0,7,no,no,no,no,no,no,no,no
3289,no,0,7,no,no,no,no,no,no,no,no
3290,no,0,7,no,no,no,no,no,no,no,no
3291,no,0,7,no,no,no,no,no,no,no,no
3292,no,0,7,no,no,no,no,no,no,no,no
3293,no,0,7,no,no,no,no,no,no,no,no
3294,no,0,7,no,no,no,no,no,no,no,no
3295,no,0,7,no,no,no,no,no,no,no,no
3296,no,0,7,no,no,no,no,no,no,no,no
3297,no,0,7,no,no,no,no,no,no,no,no
3298,no,0,7,no,no,no,no,no,no,no,no
3299,no,1,6,no,no,no,yes,no,no,no,no
3300,no,0,7,no,no,no,no,no,no,no,no
3301,no,0,7,no,no,no,no,no,no,no,no
3302,no,0,7,no,no,no,no,no,no,no,no
3303,no,0,7,no,no,no,no,no,no,no,no
3304,no,0,7,no,no,no,no,no,no,no,no
3305,no,0,7,no,no,no,no,no,no,no,no
3306,no,0,7,no,no,no,no,no,no,no,no
3307,no,0,7,no,no,no,no,no,no,no,no
3308,no,0,7,no,no,no,no,no,no,no,no
3309,no,0,7,no,no,no,no,no,no,no,no
3310,no,0,7,no,no,no,no,no,no,no,no
3311,no,0,7,no,no,no,no,no,no,no,no
3312,no,0,7,no,no,no,no,no,no,no,no
3313,no,0,7,no,no,no,no,no,no,no,no
3314,no,1,6,no,no,no,yes,no,no,no,no
3315,no,0,7,no,no,no,no,no,no,no,no
3316,no,0,7,no,no,no,no,no,no,no,no
3317,no,0,7,no,no,no,no,no,no,no,no
3318,no,0,7,no,no,no,no,no,no,no,no
3319,no,0,7,no,no,no,no,no,no,no,no
3320,no,0,7,no,no,no,no,no,no,no,no
3321,no,0,7,no,no,no,no,no,no,no,no
3322,no,0,7,no,no,no,no,no,no,no,no
3323,no,0,7,no,no,no,no,no,no,no,no
3324,no,0,7,no,no,no,no,no,no,no,no
3325,no,0,7,no,no,no,no,no,no,no,no
3326,no,0,7,no,no,no,no,no,no,no,no
3327,no,0,7,no,no,no,no,no,no,no,no
3328,no,0,7,no,no,no,no,no,no,no,no
3329,no,0,7,no,no,no,no,no,no,no,no
3330,no,0,7,no,no,no,no,no,no,no,no
3331,no,0,7,no,no,no,no,no,no,no,no
3332,no,0,7,no,no,no,no,no,no,no,no
3333,no,0,7,no,no,no,no,no,no,no,no
3334,no,0,7,no,no,no,no,no,no,no,no
3335,no,0,7,no,no,no,no,no,no,no,no
3336,no,0,7,no,no,no,no,no,no,no,no
3337,no,0,7,no,no,no,no,no,no,no,no
3338,no,0,7,no,no,no,no,no,no,no,no
3339,no,0,7,no,no,no,no,no,no,no,no
3340,no,0,7,no,no,no,no,no,no,no,no
3341,no,0,7,no,no,no,no,no,no,no,no
3342,no,0,7,no,no,no,no,no,no,no,no
3343,no,0,7,no,no,no,no,no,no,no,no
3344,no,0,7,no,no,no,no,no,no,no,no
3345,no,0,7,no,no,no,no,no,no,no,no
3346,no,0,7,no,no,no,no,no,no,no,no
3347,no,0,7,no,no,no,no,no,no,no,no
3348,no,0,7,no,no,no,no,no,no,no,no
3349,no,0,7,no,no,no,no,no,no,no,no
3350,no,0,7,no,no,no,no,no,no,no,no
3351,no,0,7,no,no,no,no,no,no,no,no
3352,no,0,7,no,no,no,no,no,no,no,no
3353,no,0,7,no,no,no,no,no,no,no,no
3354,no,0,7,no,no,no,no,no,no,no,no
3355,no,0,7,no,no,no,no,no,no,no,no
3356,no,0,7,no,no,no,no,no,no,no,no
3357,no,0,7,no,no,no,no,no,no,no,no
3358,no,0,7,no,no,no,no,no,no,no,no
3359,no,2,5,no,no,no,yes,no,yes,no,no
3360,no,0,7,no,no,no,no,no,no,no,no
3361,no,0,7,no,no,no,no,no,no,no,no
3362,no,0,7,no,no,no,no,no,no,no,no
3363,no,0,7,no,no,no,no,no,no,no,no
3364,no,0,7,no,no,no,no,no,no,no,no
3365,no,1,6,no,no,no,no,yes,no,no,no
3366,no,0,7,no,no,no,no,no,no,no,no
3367,no,0,7,no,no,no,no,no,no,no,no
3368,no,0,7,no,no,no,no,no,no,no,no
3369,no,0,7,no,no,no,no,no,no,no,no
3370,no,0,7,no,no,no,no,no,no,no,no
3371,no,0,7,no,no,no,no,no,no,no,no
3372,no,0,7,no,no,no,no,no,no,no,no
3373,no,0,7,no,no,no,no,no,no,no,no
3374,no,0,7,no,no,no,no,no,no,no,no
3375,no,0,7,no,no,no,no,no,no,no,no
3376,no,0,7,no,no,no,no,no,no,no,no
3377,no,0,7,no,no,no,no,no,no,no,no
3378,no,0,7,no,no,no,no,no,no,no,no
3379,no,0,7,no,no,no,no,no,no,no,no
3380,no,0,7,no,no,no,no,no,no,no,no
3381,no,0,7,no,no,no,no,no,no,no,no
3382,no,0,7,no,no,no,no,no,no,no,no
3383,no,0,7,no,no,no,no,no,no,no,no
3384,no,1,6,no,no,no,no,no,yes,no,no
3385,no,1,6,no,no,no,no,no,yes,no,no
3386,no,0,7,no,no,no,no,no,no,no,no
3387,no,0,7,no,no,no,no,no,no,no,no
3388,no,0,7,no,no,no,no,no,no,no,no
3389,no,0,7,no,no,no,no,no,no,no,no
3390,no,0,7,no,no,no,no,no,no,no,no
3391,no,0,7,no,no,no,no,no,no,no,no
3392,no,0,7,no,no,no,no,no,no,no,no
3393,no,0,7,no,no,no,no,no,no,no,no
3394,no,0,7,no,no,no,no,no,no,no,no
3395,no,0,7,no,no,no,no,no,no,no,no
3396,no,0,7,no,no,no,no,no,no,no,no
3397,no,0,7,no,no,no,no,no,no,no,no
3398,yes,1,6,yes,no,no,no,no,no,no,no
3399,no,0,7,no,no,no,no,no,no,no,no
3400,no,0,7,no,no,no,no,no,no,no,no
3401,no,0,7,no,no,no,no,no,no,no,no
3402,no,0,7,no,no,no,no,no,no,no,no
3403,no,0,7,no,no,no,no,no,no,no,no
3404,no,0,7,no,no,no,no,no,no,no,no
3405,no,0,7,no,no,no,no,no,no,no,no
3406,no,0,7,no,no,no,no,no,no,no,no
3407,no,0,7,no,no,no,no,no,no,no,no
3408,no,0,7,no,no,no,no,no,no,no,no
3409,no,0,7,no,no,no,no,no,no,no,no
3410,no,0,7,no,no,no,no,no,no,no,no
3411,no,0,7,no,no,no,no,no,no,no,no
3412,no,0,7,no,no,no,no,no,no,no,no
3413,no,0,7,no,no,no,no,no,no,no,no
3414,no,0,7,no,no,no,no,no,no,no,no
3415,no,0,7,no,no,no,no,no,no,no,no
3416,no,0,7,no,no,no,no,no,no,no,no
3417,no,0,7,no,no,no,no,no,no,no,no
3418,no,0,7,no,no,no,no,no,no,no,no
3419,no,0,7,no,no,no,no,no,no,no,no
3420,no,0,7,no,no,no,no,no,no,no,no
3421,no,0,7,no,no,no,no,no,no,no,no
3422,no,0,7,no,no,no,no,no,no,no,no
3423,no,0,7,no,no,no,no,no,no,no,no
3424,no,0,7,no,no,no,no,no,no,no,no
3425,no,0,7,no,no,no,no,no,no,no,no
3426,no,0,7,no,no,no,no,no,no,no,no
3427,no,0,7,no,no,no,no,no,no,no,no
3428,no,0,7,no,no,no,no,no,no,no,no
3429,no,0,7,no,no,no,no,no,no,no,no
3430,no,0,7,no,no,no,no,no,no,no,no
3431,no,0,7,no,no,no,no,no,no,no,no
3432,no,0,7,no,no,no,no,no,no,no,no
3433,no,0,7,no,no,no,no,no,no,no,no
3434,no,0,7,no,no,no,no,no,no,no,no
3435,no,0,7,no,no,no,no,no,no,no,no
3436,no,0,7,no,no,no,no,no,no,no,no
3437,no,0,7,no,no,no,no,no,no,no,no
3438,no,0,7,no,no,no,no,no,no,no,no
3439,no,0,7,no,no,no,no,no,no,no,no
3440,no,0,7,no,no,no,no,no,no,no,no
3441,no,0,7,no,no,no,no,no,no,no,no
3442,no,0,7,no,no,no,no,no,no,no,no
3443,no,0,7,no,no,no,no,no,no,no,no
3444,no,0,7,no,no,no,no,no,no,no,no
3445,no,0,7,no,no,no,no,no,no,no,no
3446,no,0,7,no,no,no,no,no,no,no,no
3447,no,0,7,no,no,no,no,no,no,no,no
3448,no,0,7,no,no,no,no,no,no,no,no
3449,no,0,7,no,no,no,no,no,no,no,no
3450,no,0,7,no,no,no,no,no,no,no,no
3451,no,0,7,no,no,no,no,no,no,no,no
3452,no,0,7,no,no,no,no,no,no,no,no
3453,no,0,7,no,no,no,no,no,no,no,no
3454,no,0,7,no,no,no,no,no,no,no,no
3455,no,0,7,no,no,no,no,no,no,no,no
3456,no,0,7,no,no,no,no,no,no,no,no
3457,no,0,7,no,no,no,no,no,no,no,no
3458,no,0,7,no,no,no,no,no,no,no,no
3459,no,0,7,no,no,no,no,no,no,no,no
3460,no,0,7,no,no,no,no,no,no,no,no
3461,no,0,7,no,no,no,no,no,no,no,no
3462,no,0,7,no,no,no,no,no,no,no,no
3463,no,0,7,no,no,no,no,no,no,no,no
3464,no,0,7,no,no,no,no,no,no,no,no
3465,no,0,7,no,no,no,no,no,no,no,no
3466,no,0,7,no,no,no,no,no,no,no,no
3467,no,0,7,no,no,no,no,no,no,no,no
3468,no,0,7,no,no,no,no,no,no,no,no
3469,no,1,6,yes,no,no,no,no,no,no,no
3470,no,0,7,no,no,no,no,no,no,no,no
3471,no,0,7,no,no,no,no,no,no,no,no
3472,no,0,7,no,no,no,no,no,no,no,no
3473,no,0,7,no,no,no,no,no,no,no,no
3474,no,0,7,no,no,no,no,no,no,no,no
3475,no,0,7,no,no,no,no,no,no,no,no
3476,no,0,7,no,no,no,no,no,no,no,no
3477,no,0,7,no,no,no,no,no,no,no,no
3478,no,0,7,no,no,no,no,no,no,no,no
3479,no,0,7,no,no,no,no,no,no,no,no
3480,no,0,7,no,no,no,no,no,no,no,no
3481,no,0,7,no,no,no,no,no,no,no,no
3482,no,0,7,no,no,no,no,no,no,no,no
3483,no,0,7,no,no,no,no,no,no,no,no
3484,no,1,6,no,yes,no,no,no,no,no,no
3485,no,0,7,no,no,no,no,no,no,no,no
3486,no,0,7,no,no,no,no,no,no,no,no
3487,no,0,7,no,no,no,no,no,no,no,no
3488,no,0,7,no,no,no,no,no,no,no,no
3489,no,0,7,no,no,no,no,no,no,no,no
3490,no,0,7,no,no,no,no,no,no,no,no
3491,no,0,7,no,no,no,no,no,no,no,no
3492,no,0,7,no,no,no,no,no,no,no,no
3493,no,0,7,no,no,no,no,no,no,no,no
3494,no,0,7,no,no,no,no,no,no,no,no
3495,no,0,7,no,no,no,no,no,no,no,no
3496,no,0,7,no,no,no,no,no,no,no,no
3497,no,0,7,no,no,no,no,no,no,no,no
3498,no,0,7,no,no,no,no,no,no,no,no
3499,no,0,7,no,no,no,no,no,no,no,no
3500,no,0,7,no,no,no,no,no,no,no,no
3501,no,0,7,no,no,no,no,no,no,no,no
3502,no,0,7,no,no,no,no,no,no,no,no
3503,no,0,7,no,no,no,no,no,no,no,no
3504,no,0,7,no,no,no,no,no,no,no,no
3505,no,0,7,no,no,no,no,no,no,no,no
3506,no,0,7,no,no,no,no,no,no,no,no
3507,no,0,7,no,no,no,no,no,no,no,no
3508,no,0,7,no,no,no,no,no,no,no,no
3509,no,0,7,no,no,no,no,no,no,no,no
3510,no,0,7,no,no,no,no,no,no,no,no
3511,no,0,7,no,no,no,no,no,no,no,no
3512,no,0,7,no,no,no,no,no,no,no,no
3513,no,0,7,no,no,no,no,no,no,no,no
3514,no,0,7,no,no,no,no,no,no,no,no
3515,no,0,7,no,no,no,no,no,no,no,no
3516,no,0,7,no,no,no,no,no,no,no,no
3517,no,0,7,no,no,no,no,no,no,no,no
3518,no,0,7,no,no,no,no,no,no,no,no
3519,no,0,7,no,no,no,no,no,no,no,no
3520,no,0,7,no,no,no,no,no,no,no,no
3521,no,0,7,no,no,no,no,no,no,no,no
3522,no,0,7,no,no,no,no,no,no,no,no
3523,no,0,7,no,no,no,no,no,no,no,no
3524,no,0,7,no,no,no,no,no,no,no,no
3525,no,0,7,no,no,no,no,no,no,no,no
3526,no,0,7,no,no,no,no,no,no,no,no
3527,no,0,7,no,no,no,no,no,no,no,no
3528,no,0,7,no,no,no,no,no,no,no,no
3529,no,0,7,no,no,no,no,no,no,no,no
3530,no,0,7,no,no,no,no,no,no,no,no
3531,no,0,7,no,no,no,no,no,no,no,no
3532,no,7,0,yes,yes,yes,yes,yes,yes,yes,yes
3533,no,0,7,no,no,no,no,no,no,no,no
3534,no,0,7,no,no,no,no,no,no,no,no
3535,no,0,7,no,no,no,no,no,no,no,no
3536,no,0,7,no,no,no,no,no,no,no,no
3537,no,0,7,no,no,no,no,no,no,no,no
3538,yes,0,7,no,no,no,no,no,no,no,no
3539,no,0,7,no,no,no,no,no,no,no,no
3540,no,0,7,no,no,no,no,no,no,no,no
3541,no,0,7,no,no,no,no,no,no,no,no
3542,no,0,7,no,no,no,no,no,no,no,no
3543,no,0,7,no,no,no,no,no,no,no,no
3544,no,0,7,no,no,no,no,no,no,no,no
3545,no,0,7,no,no,no,no,no,no,no,no
3546,no,0,7,no,no,no,no,no,no,no,no
3547,no,0,7,no,no,no,no,no,no,no,no
3548,no,0,7,no,no,no,no,no,no,no,no
3549,no,0,7,no,no,no,no,no,no,no,no
3550,no,0,7,no,no,no,no,no,no,no,no
3551,no,0,7,no,no,no,no,no,no,no,no
3552,no,0,7,no,no,no,no,no,no,no,no
3553,no,0,7,no,no,no,no,no,no,no,no
3554,no,0,7,no,no,no,no,no,no,no,no
3555,no,0,7,no,no,no,no,no,no,no,no
3556,no,0,7,no,no,no,no,no,no,no,no
3557,no,1,6,no,no,no,no,no,no,yes,no
3558,no,0,7,no,no,no,no,no,no,no,no
3559,no,0,7,no,no,no,no,no,no,no,no
3560,no,0,7,no,no,no,no,no,no,no,no
3561,no,0,7,no,no,no,no,no,no,no,no
3562,no,0,7,no,no,no,no,no,no,no,no
3563,no,0,7,no,no,no,no,no,no,no,no
3564,no,0,7,no,no,no,no,no,no,no,no
3565,no,0,7,no,no,no,no,no,no,no,no
3566,no,0,7,no,no,no,no,no,no,no,no
3567,no,0,7,no,no,no,no,no,no,no,no
3568,no,0,7,no,no,no,no,no,no,no,no
3569,no,0,7,no,no,no,no,no,no,no,no
3570,no,0,7,no,no,no,no,no,no,no,no
3571,no,0,7,no,no,no,no,no,no,no,no
3572,no,0,7,no,no,no,no,no,no,no,no
3573,no,0,7,no,no,no,no,no,no,no,no
3574,no,0,7,no,no,no,no,no,no,no,no
3575,no,0,7,no,no,no,no,no,no,no,no
3576,no,0,7,no,no,no,no,no,no,no,no
3577,no,0,7,no,no,no,no,no,no,no,no
3578,no,0,7,no,no,no,no,no,no,no,no
3579,no,0,7,no,no,no,no,no,no,no,no
3580,no,0,7,no,no,no,no,no,no,no,no
3581,no,0,7,no,no,no,no,no,no,no,no
3582,no,0,7,no,no,no,no,no,no,no,no
3583,no,0,7,no,no,no,no,no,no,no,no
3584,yes,6,1,yes,yes,yes,yes,yes,no,yes,yes
3585,no,0,7,no,no,no,no,no,no,no,no
3586,yes,1,6,no,no,no,no,no,yes,no,no
3587,no,0,7,no,no,no,no,no,no,no,no
3588,no,0,7,no,no,no,no,no,no,no,no
3589,no,0,7,no,no,no,no,no,no,no,no
3590,no,0,7,no,no,no,no,no,no,no,no
3591,no,0,7,no,no,no,no,no,no,no,no
3592,no,0,7,no,no,no,no,no,no,no,no
3593,no,0,7,no,no,no,no,no,no,no,no
3594,no,0,7,no,no,no,no,no,no,no,no
3595,no,0,7,no,no,no,no,no,no,no,no
3596,no,0,7,no,no,no,no,no,no,no,no
3597,no,1,6,no,no,yes,no,no,no,no,no
3598,no,0,7,no,no,no,no,no,no,no,no
3599,no,0,7,no,no,no,no,no,no,no,no
3600,no,0,7,no,no,no,no,no,no,no,no
3601,no,0,7,no,no,no,no,no,no,no,no
3602,no,0,7,no,no,no,no,no,no,no,no
3603,no,0,7,no,no,no,no,no,no,no,no
3604,no,0,7,no,no,no,no,no,no,no,no
3605,no,0,7,no,no,no,no,no,no,no,no
3606,no,0,7,no,no,no,no,no,no,no,no
3607,no,0,7,no,no,no,no,no,no,no,no
3608,no,0,7,no,no,no,no,no,no,no,no
3609,no,0,7,no,no,no,no,no,no,no,no
3610,no,0,7,no,no,no,no,no,no,no,no
3611,no,0,7,no,no,no,no,no,no,no,no
3612,no,0,7,no,no,no,no,no,no,no,no
3613,yes,0,7,no,no,no,no,no,no,no,no
3614,no,0,7,no,no,no,no,no,no,no,no
3615,no,0,7,no,no,no,no,no,no,no,no
3616,no,0,7,no,no,no,no,no,no,no,no
3617,no,0,7,no,no,no,no,no,no,no,no
3618,no,0,7,no,no,no,no,no,no,no,no
3619,no,0,7,no,no,no,no,no,no,no,no
3620,no,0,7,no,no,no,no,no,no,no,no
3621,no,0,7,no,no,no,no,no,no,no,no
3622,no,0,7,no,no,no,no,no,no,no,no
3623,no,0,7,no,no,no,no,no,no,no,no
3624,no,0,7,no,no,no,no,no,no,no,no
3625,yes,1,6,no,yes,no,no,no,no,no,no
3626,no,0,7,no,no,no,no,no,no,no,no
3627,no,0,7,no,no,no,no,no,no,no,no
3628,no,0,7,no,no,no,no,no,no,no,no
3629,no,0,7,no,no,no,no,no,no,no,no
3630,no,0,7,no,no,no,no,no,no,no,no
3631,no,0,7,no,no,no,no,no,no,no,no
3632,no,0,7,no,no,no,no,no,no,no,no
3633,no,0,7,no,no,no,no,no,no,no,no
3634,no,0,7,no,no,no,no,no,no,no,no
3635,no,0,7,no,no,no,no,no,no,no,no
3636,no,0,7,no,no,no,no,no,no,no,no
3637,no,0,7,no,no,no,no,no,no,no,no
3638,no,0,7,no,no,no,no,no,no,no,no
3639,no,0,7,no,no,no,no,no,no,no,no
3640,no,0,7,no,no,no,no,no,no,no,no
3641,no,0,7,no,no,no,no,no,no,no,no
3642,no,0,7,no,no,no,no,no,no,no,no
3643,no,0,7,no,no,no,no,no,no,no,no
3644,no,0,7,no,no,no,no,no,no,no,no
3645,no,0,7,no,no,no,no,no,no,no,no
3646,no,0,7,no,no,no,no,no,no,no,no
3647,no,0,7,no,no,no,no,no,no,no,no
3648,no,0,7,no,no,no,no,no,no,no,no
3649,no,0,7,no,no,no,no,no,no,no,no
3650,no,0,7,no,no,no,no,no,no,no,no
3651,no,0,7,no,no,no,no,no,no,no,no
3652,no,1,6,no,no,no,yes,no,no,no,no
3653,no,0,7,no,no,no,no,no,no,no,no
3654,no,0,7,no,no,no,no,no,no,no,no
3655,no,0,7,no,no,no,no,no,no,no,no
3656,no,0,7,no,no,no,no,no,no,no,no
3657,no,0,7,no,no,no,no,no,no,no,no
3658,no,0,7,no,no,no,no,no,no,no,no
3659,no,0,7,no,no,no,no,no,no,no,no
3660,no,0,7,no,no,no,no,no,no,no,no
3661,no,0,7,no,no,no,no,no,no,no,no
3662,no,0,7,no,no,no,no,no,no,no,no
3663,no,0,7,no,no,no,no,no,no,no,no
3664,no,0,7,no,no,no,no,no,no,no,no
3665,no,0,7,no,no,no,no,no,no,no,no
3666,no,0,7,no,no,no,no,no,no,no,no
3667,no,0,7,no,no,no,no,no,no,no,no
3668,no,0,7,no,no,no,no,no,no,no,no
3669,no,0,7,no,no,no,no,no,no,no,no
3670,no,0,7,no,no,no,no,no,no,no,no
3671,no,0,7,no,no,no,no,no,no,no,no
3672,no,0,7,no,no,no,no,no,no,no,no
3673,no,0,7,no,no,no,no,no,no,no,no
3674,no,0,7,no,no,no,no,no,no,no,no
3675,no,0,7,no,no,no,no,no,no,no,no
3676,no,0,7,no,no,no,no,no,no,no,no
3677,yes,0,7,no,no,no,no,no,no,no,no
3678,no,0,7,no,no,no,no,no,no,no,no
3679,no,1,6,yes,no,no,no,no,no,no,no
3680,no,1,6,no,yes,no,no,no,no,no,no
3681,no,0,7,no,no,no,no,no,no,no,no
3682,no,0,7,no,no,no,no,no,no,no,no
3683,no,0,7,no,no,no,no,no,no,no,no
3684,no,0,7,no,no,no,no,no,no,no,no
3685,no,0,7,no,no,no,no,no,no,no,no
3686,no,0,7,no,no,no,no,no,no,no,no
3687,no,0,7,no,no,no,no,no,no,no,no
3688,no,0,7,no,no,no,no,no,no,no,no
